Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Battery type,AC charging time,Battery capacity,Previous owners,Warranty until,Price
Volkswagen,T5 Transporter,Yellow,Black interior,Other interior material,Cargo VAN,4/5 doors,1,Diesel,Manual,4x2,62,1968.0,191,Euro 5,99980,2014,No battery type class,0.0,0.0,1,3.0,9149.0
BMW,420 Gran Coupé,Blue,Other interior color,Full leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,135,1998.0,153,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,4.0,57249.0
Mercedes-Benz,Vito,Blue,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,84,1598.0,163,Euro 6,53556,2018,No battery type class,0.0,0.0,1,4.0,22899.0
MINI,Cooper S,Red,Black interior,Part leather interior,Hatchback,2/3 doors,5,Petrol,Automatic,4x2,141,1998.0,121,Euro 6,56210,2020,No battery type class,0.0,0.0,1,4.0,26649.0
Mazda,MX-5,White,Black interior,Other interior material,Cabriolet,2/3 doors,2,Petrol,Manual,4x2,135,1998.0,156,Euro 6,29514,2019,No battery type class,0.0,0.0,Unknown,3.0,31399.0
Volkswagen,Tiguan,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,110,1968.0,123,Euro 6d-TEMP,81220,2020,No battery type class,0.0,0.0,1,3.0,27299.0
Hyundai,Staria,Silver,Black interior,Full leather interior,MPV/VAN,4/5 doors,7,Diesel,Automatic,4x2,130,2199.0,222,Euro 6d,50,2023,No battery type class,0.0,0.0,Unknown,5.0,53099.0
BMW,X5 M,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,294,2993.0,179,Euro 6,159600,2020,No battery type class,0.0,0.0,1,4.0,64849.0
Audi,A5,Black,Black interior,Part leather interior,Coupe,2/3 doors,4,Petrol,Automatic,4x4,150,1984.0,132,Euro 6d-TEMP,4900,2023,No battery type class,0.0,0.0,Unknown,4.0,63749.0
Renault,Grand Scenic,Brown,Other interior color,Part leather interior,MPV,4/5 doors,7,Petrol,Manual,4x2,85,1198.0,136,Euro 6,63488,2017,No battery type class,0.0,0.0,Unknown,3.0,21099.0
Mercedes-Benz,Vito,Black,Black interior,Other interior material,Cargo VAN,4/5 doors,9+,Diesel,Automatic,4x2,120,1950.0,163,Euro 6d,42534,2022,No battery type class,0.0,0.0,1,4.0,44199.0
Audi,Q2,Silver,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,127,Euro 6c,37000,2019,No battery type class,0.0,0.0,2,4.0,23149.0
Audi,S5,White,Black interior,Full leather interior,Coupe,4/5 doors,5,Diesel,Automatic,4x4,255,2967.0,161,Euro 6d-TEMP,44000,2020,No battery type class,0.0,0.0,1,4.0,47799.0
Fiat,500,Black,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,Euro 6,40742,2020,No battery type class,0.0,0.0,Unknown,4.0,14899.0
Volkswagen,T-Cross,Grey,Grey interior,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,81,999.0,112,Euro 6,40193,2021,No battery type class,0.0,0.0,Unknown,3.0,22599.0
Fiat,500,Blue,Other interior color,Velour interior,Hatchback,2/3 doors,4,Electric,Automatic,4x2,70,1013.0,0,Euro 6,47801,2020,Lithium-ion (Li-ion),3.0,24.0,Unknown,3.0,24749.0
Audi,A6 Allroad,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,257,2967.0,168,Euro 6d,53100,2020,No battery type class,0.0,0.0,1,4.0,58499.0
Mercedes-Benz,V 300,Grey,Grey interior,Full leather interior,MPV/VAN,4/5 doors,7,Diesel,Automatic,4x4,176,1950.0,230,Euro 6d-TEMP,84622,2019,No battery type class,0.0,0.0,1,4.0,63699.0
Mercedes-Benz,Sprinter,White,Black interior,Full leather interior,Cargo VAN,2/3 doors,3,Diesel,Manual,4x2,105,2143.0,0,Euro 6,79688,2020,No battery type class,0.0,0.0,Unknown,5.0,33899.0
Mercedes-Benz,A 160,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,1498.0,166,Euro 5,122000,2010,No battery type class,0.0,0.0,Unknown,4.0,6799.0
Hyundai,i30,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Manual,4x2,85,1598.0,107,Euro 6d-TEMP,41300,2019,No battery type class,0.0,0.0,2,5.0,16949.0
Volkswagen,Touran,Grey,Black interior,Cloth interior,MPV,4/5 doors,7,Diesel,Automatic,4x2,85,1598.0,110,Euro 6,99120,2018,No battery type class,0.0,0.0,Unknown,6.0,22149.0
Citroen,C4 SpaceTourer,Grey,Black interior,Cloth interior,MPV,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,119,Euro 6,47586,2019,No battery type class,0.0,0.0,Unknown,5.0,20549.0
Peugeot,2008,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,1199.0,105,Euro 6d,9,2023,No battery type class,0.0,0.0,1,3.0,25949.0
Opel,Corsa,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1197.0,98,No emission class,12760,2023,No battery type class,0.0,0.0,Unknown,3.0,17099.0
Fiat,Tipo,Blue,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5,Other fuel type,Manual,4x2,88,1368.0,163,Euro 6,124000,2020,No battery type class,0.0,0.0,1,3.0,12899.0
Toyota,Yaris,White,Grey interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,82,1496.0,118,Euro 6,78300,2019,No battery type class,0.0,0.0,Unknown,5.0,12899.0
Audi,A6 Allroad,Silver,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,158,Euro 6,80096,2019,No battery type class,0.0,0.0,Unknown,4.0,51599.0
Porsche,Panamera,Grey,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,4,Petrol,Automatic,4x4,220,3598.0,225,Euro 5,150000,2011,No battery type class,0.0,0.0,3,5.0,26299.0
Volkswagen,Tiguan,Blue,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,235,1984.0,186,Euro 6,11500,2023,No battery type class,0.0,0.0,Unknown,3.0,58499.0
Ford,Kuga,Silver,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,110,1997.0,144,Euro 6d,22846,2022,No battery type class,0.0,0.0,1,5.0,29149.0
Nissan,Qashqai,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,96,1598.0,122,Euro 6,97226,2017,No battery type class,0.0,0.0,2,4.0,16849.0
Nissan,Micra,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,52,999.0,107,Euro 6,57700,2017,No battery type class,0.0,0.0,Unknown,4.0,10399.0
BMW,X1,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1995.0,114,Euro 6d,64678,2020,No battery type class,0.0,0.0,1,4.0,24599.0
Hyundai,Tucson,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1598.0,125,No emission class,10,2023,No battery type class,0.0,0.0,1,5.0,33749.0
Opel,Corsa,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,No emission class,10,2023,Lithium-ion (Li-ion),1.0526315789473684,50.0,1,3.0,36149.0
BMW,320,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,140,1995.0,157,Euro 6d,9591,2023,No battery type class,0.0,0.014084507042253521,1,4.0,59499.0
Volkswagen,Golf,White,Grey interior,Other interior material,Station Wagon,4/5 doors,5,CNG,Automatic,4x2,96,1498.0,97,Euro 6,63000,2020,No battery type class,0.0,0.0,Unknown,3.0,19249.0
Hyundai,Kona,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,88,998.0,125,Euro 6,28314,2020,No battery type class,0.0,0.0,Unknown,5.0,18999.0
Kia,Picanto,Grey,Grey interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,49,998.0,110,Euro 6d-TEMP,119093,2021,No battery type class,0.0,0.0,Unknown,4.0,10799.0
Peugeot,5008,White,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,130,1997.0,129,Euro 6,100487,2020,No battery type class,0.0,0.0,1,3.0,26449.0
Audi,A8,Silver,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,250,2995.0,187,Euro 6d,25000,2022,No battery type class,0.0,0.0,1,4.0,71099.0
Nissan,Qashqai,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,140,1497.0,119,Euro 6d-TEMP,10,2023,No battery type class,0.0,1.0,Unknown,4.0,43699.0
Alfa Romeo,Stelvio,Blue,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,2143.0,146,Euro 6,69931,2019,No battery type class,0.0,0.014084507042253521,1,2.0,29749.0
Volkswagen,T-Cross,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,70,999.0,110,Euro 6,60754,2021,No battery type class,0.0,0.0,Unknown,3.0,18849.0
Opel,Combo,White,Black interior,Other interior material,Cargo VAN,4/5 doors,2,Diesel,Manual,4x2,77,1598.0,146,Euro 5,129400,2014,No battery type class,0.0,0.0,2,3.0,8799.0
Volkswagen,Golf,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,116,Euro 6,107020,2019,No battery type class,0.0,0.0,2,3.0,17949.0
Dacia,Lodgy,Grey,Black interior,Cloth interior,MPV,4/5 doors,7,Diesel,Manual,4x2,85,1461.0,109,Euro 6,57369,2019,No battery type class,0.0,0.0,Unknown,5.0,18499.0
Volkswagen,Passat,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,125,Euro 6d,26031,2022,No battery type class,0.0,0.0,Unknown,3.0,35999.0
Opel,Vivaro,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,9+,Diesel,Manual,4x2,88,1499.0,127,Euro 6d-TEMP,64289,2020,No battery type class,0.0,0.0,Unknown,3.0,31449.0
Kia,Sorento,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,7,Diesel,Automatic,4x4,142,2151.0,160,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,58499.0
Audi,TT RS,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,Petrol,Automatic,4x4,294,2480.0,183,Euro 6,31923,2019,No battery type class,0.0,0.0,Unknown,4.0,59449.0
BMW,340,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,250,2993.0,150,Euro 6d,32000,2022,No battery type class,0.0,0.0,Unknown,4.0,57349.0
Audi,Q3,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,124,Euro 6,15203,2023,No battery type class,0.0,0.0,1,4.0,48649.0
Volkswagen,ID.4,Blue,Brown interior,Velour interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,21500,2021,Lithium-ion (Li-ion),8.0,82.0,Unknown,3.0,33249.0
Renault,Captur,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,103,1332.0,121,Euro 6,20467,2022,No battery type class,0.0,0.0,1,2.0,23149.0
Fiat,500X,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,70,1248.0,128,Euro 6,40894,2022,No battery type class,0.0,0.0,Unknown,3.0,21899.0
Volvo,XC60,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,145,1969.0,0,Euro 6d,9778,2023,No battery type class,0.0,0.0,Unknown,3.0,51599.0
Mercedes-Benz,A 180,Black,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,85,1461.0,106,Euro 6d-TEMP,87000,2019,No battery type class,0.0,0.0,1,4.0,19399.0
Audi,Q5,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,195,1984.0,169,Euro 6,20424,2021,No battery type class,0.0,0.0,Unknown,4.0,44199.0
Audi,Q3,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,119,Euro 6d-TEMP,7000,2022,No battery type class,0.0,0.0,Unknown,4.0,51249.0
BMW,116,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Manual,4x2,85,1496.0,139,Euro 6d,94451,2020,No battery type class,0.0,0.0,1,4.0,23499.0
Volkswagen,up!,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,48,999.0,98,Euro 6d,10,2023,No battery type class,0.0,0.0,1,3.0,18349.0
Kia,cee'd / Ceed,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,118,1482.0,142,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,24699.0
Opel,Corsa,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,Euro 6d,42429,2020,Lithium-ion (Li-ion),1.0526315789473684,50.0,Unknown,3.0,19749.0
BMW,318,Grey,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,110,1995.0,112,Euro 6,133806,2017,No battery type class,0.0,0.0,2,4.0,15849.0
Volkswagen,T-Roc,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,123,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,3.0,46149.0
Kia,Stonic,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,74,998.0,102,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,26449.0
Skoda,Octavia,White,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,135,1968.0,142,Euro 6d-TEMP,41939,2019,No battery type class,0.0,0.0,1,3.0,27049.0
Opel,Crossland,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,1199.0,106,Euro 6,52015,2019,No battery type class,0.0,0.0,Unknown,5.0,14899.0
Opel,Insignia,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,100,1598.0,125,Euro 6d-TEMP,125000,2019,No battery type class,0.0,0.0,1,3.0,13899.0
Volkswagen,Tiguan Allspace,White,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,147,1968.0,142,Euro 6,29443,2021,No battery type class,0.0,0.0,1,3.0,39149.0
Audi,A6 Allroad,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,180,2967.0,160,Euro 6,27800,2023,No battery type class,0.0,0.0,1,4.0,61599.0
Seat,Ibiza,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,77,1197.0,121,Euro 5,61737,2014,No battery type class,0.0,0.0,Unknown,4.0,10849.0
BMW,330,Grey,Beige interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,190,1998.0,132,Euro 6d,60619,2020,No battery type class,0.0,0.0,1,4.0,41599.0
Volkswagen,Passat,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Hybrid,Automatic,4x2,160,1395.0,120,Euro 6d,94129,2020,Lithium-ion (Li-ion),4.0,13.0,1,3.0,24649.0
BMW,118,White,Black interior,Part leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,100,1499.0,0,Euro 6d,26151,2023,No battery type class,0.0,0.0,1,4.0,30849.0
Volkswagen,Polo,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,106,Euro 6d-TEMP,5858,2023,No battery type class,0.0,0.0,1,3.0,24149.0
Skoda,Kamiq,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,82,999.0,108,Euro 6,21880,2021,No battery type class,0.0,0.0,Unknown,3.0,20849.0
Seat,Leon,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,81,1200.0,114,Euro 6,75500,2017,No battery type class,0.0,0.0,2,4.0,13849.0
Ford,Tourneo Connect,White,Black interior,Cloth interior,MPV/VAN,4/5 doors,7,Diesel,Manual,4x2,90,1968.0,0,Euro 6d,2500,2023,No battery type class,0.0,0.0,1,5.0,36199.0
Peugeot,308,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,96,1499.0,98,Euro 6,92192,2021,No battery type class,0.0,0.0,Unknown,3.0,16849.0
Volkswagen,Polo,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,104,Euro 6d-TEMP,48528,2019,No battery type class,0.0,0.0,Unknown,3.0,17949.0
Opel,Vivaro,White,Other interior color,Cloth interior,Cargo VAN,4/5 doors,9+,Diesel,Manual,4x2,70,1598.0,155,Euro 6,72708,2018,No battery type class,0.0,0.0,1,3.0,23599.0
Volkswagen,Golf,Silver,Grey interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,122,Euro 6,6993,2022,No battery type class,0.0,0.0,1,3.0,29349.0
Volkswagen,Golf,Blue,Black interior,Other interior material,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,116,Euro 6d-TEMP,14412,2019,No battery type class,0.0,0.0,1,3.0,23349.0
Ford,Fiesta,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,998.0,99,Euro 6,30743,2016,No battery type class,0.0,0.0,Unknown,5.0,12849.0
Volkswagen,T6 California,White,Grey interior,Cloth interior,Cargo VAN,4/5 doors,4,Diesel,Automatic,4x2,110,1968.0,163,Euro 6,86905,2018,No battery type class,0.0,0.0,Unknown,3.0,50749.0
Mercedes-Benz,A 180,Red,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,100,1332.0,123,Euro 6,12300,2019,No battery type class,0.0,0.0,Unknown,4.0,26149.0
Volkswagen,T-Cross,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,81,999.0,110,Euro 6d,13073,2023,No battery type class,0.0,0.0,1,3.0,27749.0
Volkswagen,Polo,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,70,999.0,109,Euro 6,35931,2020,No battery type class,0.0,0.0,1,4.0,18999.0
Kia,Picanto,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,51,998.0,99,Euro 5,126961,2018,No battery type class,0.0,0.0,Unknown,6.0,7399.0
Seat,Ateca,Blue,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,110,1968.0,124,Euro 6d-TEMP,28000,2021,No battery type class,0.0,0.0,1,4.0,26799.0
Renault,Kangoo,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,Diesel,Manual,4x2,66,1461.0,112,Euro 6,92000,2018,No battery type class,0.0,0.0,Unknown,3.0,12149.0
Skoda,Fabia,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,81,1197.0,110,Euro 6,69699,2017,No battery type class,0.0,0.0,Unknown,3.0,13299.0
BMW,218,Black,Black interior,Cloth interior,Sedans / saloons,2/3 doors,5,Petrol,Automatic,4x2,103,1499.0,0,Euro 6d,16501,2021,No battery type class,0.0,0.0,Unknown,4.0,33549.0
BMW,218 Gran Tourer,Grey,Black interior,Alcantara interior,MPV,4/5 doors,5,Diesel,Manual,4x4,110,1995.0,132,Euro 6,125000,2016,No battery type class,0.0,0.0,Unknown,4.0,16849.0
Opel,Astra,Grey,Other interior color,Other interior material,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,81,1199.0,102,Euro 6d,62355,2021,No battery type class,0.0,0.0,Unknown,3.0,17949.0
Mercedes-Benz,V 250,Silver,Black interior,Full leather interior,MPV/VAN,4/5 doors,7,Diesel,Automatic,4x4,140,1950.0,174,Euro 6d,36998,2021,No battery type class,0.0,0.014084507042253521,1,4.0,70649.0
Audi,A4,Grey,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,140,1968.0,134,Euro 6d-TEMP,136900,2019,No battery type class,0.0,0.014084507042253521,1,4.0,25499.0
Volkswagen,Polo,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,59,999.0,110,Euro 6,27700,2021,No battery type class,0.0,0.0,1,3.0,16899.0
Audi,A1,Black,Black interior,Part leather interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,63,1197.0,118,Euro 5,35000,2013,No battery type class,0.0,0.0,1,4.0,14849.0
Volkswagen,Passat,Silver,Beige interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,110,1968.0,107,Euro 6,108800,2018,No battery type class,0.0,0.0,Unknown,3.0,18549.0
Seat,Leon,Black,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,117,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,30899.0
Alfa Romeo,Stelvio,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,118,2143.0,148,Euro 6,18516,2022,No battery type class,0.0,0.0,1,2.0,39799.0
Volkswagen,Touran,Black,Black interior,Alcantara interior,MPV,4/5 doors,7,Petrol,Automatic,4x2,110,1498.0,126,Euro 6d-TEMP,20600,2022,No battery type class,0.0,0.0,1,3.0,32849.0
Volkswagen,Tiguan Allspace,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,140,1984.0,156,Euro 6d,10,2023,No battery type class,0.0,0.014084507042253521,Unknown,3.0,57849.0
Skoda,Kamiq,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,113,No emission class,3750,2022,No battery type class,0.0,0.0,1,3.0,31699.0
Ford,Kuga,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,132,1997.0,134,Euro 6,95000,2017,No battery type class,0.0,0.0,2,5.0,23149.0
Volkswagen,Polo,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,106,Euro 6,9382,2023,No battery type class,0.0,0.0,1,2.0,22599.0
Renault,Trafic,Grey,Other interior color,Other interior material,Cargo VAN,4/5 doors,3,Diesel,Manual,4x2,96,2000.0,174,Euro 6,10,2023,No battery type class,0.0,0.0,Unknown,3.0,41749.0
Volkswagen,Golf,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,90,1395.0,120,Euro 5,110814,2013,No battery type class,0.0,0.0,2,3.0,13899.0
Volkswagen,Touareg,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,170,2967.0,182,Euro 6d-TEMP,80853,2019,No battery type class,0.0,0.0,Unknown,3.0,43699.0
Nissan,X-Trail,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,1749.0,168,Euro 6d-TEMP,34000,2020,No battery type class,0.0,0.0,1,4.0,28349.0
Audi,A3,Grey,Black interior,Cloth interior,Sedans / saloons,2/3 doors,5,Petrol,Manual,4x2,92,1395.0,122,Euro 6,108206,2015,No battery type class,0.0,0.0,Unknown,4.0,12699.0
Fiat,500,White,Other interior color,Other interior material,Hatchback,2/3 doors,4,Petrol,Automatic,4x2,51,1242.0,114,Euro 6,66000,2018,No battery type class,0.0,0.0,Unknown,6.0,13899.0
Dacia,Lodgy,Blue,Other interior color,Other interior material,MPV,4/5 doors,5,Diesel,Manual,4x2,80,1461.0,105,Euro 6,67950,2016,No battery type class,0.0,0.0,1,4.0,12899.0
Hyundai,Tucson,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1598.0,125,Euro 6,10,2023,No battery type class,0.0,0.0,Unknown,5.0,35649.0
Audi,A1,White,Other interior color,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,70,999.0,119,Euro 6,20000,2022,No battery type class,0.0,0.0,Unknown,4.0,24749.0
Mercedes-Benz,A 200,Grey,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,130,1332.0,122,Euro 6d,14778,2021,No battery type class,0.0,0.0,1,4.0,29849.0
Opel,Corsa,Orange,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,96,1199.0,102,Euro 6,58368,2019,No battery type class,0.0,0.0,Unknown,5.0,18099.0
Audi,A3,Grey,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,115,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,52499.0
BMW,X1,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,103,1499.0,122,Euro 6,105402,2017,No battery type class,0.0,0.0,Unknown,7.0,21849.0
Seat,Arona,Silver,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,70,999.0,107,Euro 6,33100,2020,No battery type class,0.0,0.0,1,4.0,16849.0
Fiat,500X,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,88,1598.0,115,Euro 6d-TEMP,60000,2021,No battery type class,0.0,0.0,Unknown,3.0,23199.0
Hyundai,Bayon,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,88,998.0,125,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,5.0,21199.0
Audi,Q2,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,85,999.0,119,Euro 6d-TEMP,46501,2018,No battery type class,0.0,0.0,1,4.0,23099.0
Volkswagen,T-Cross,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,81,999.0,112,Euro 6,3749,2023,No battery type class,0.0,0.0,1,3.0,25699.0
Volvo,XC60,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,145,1969.0,142,Euro 6d-TEMP,27500,2023,No battery type class,0.0,0.0,1,3.0,46749.0
Land Rover,Range Rover Sport,Black,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,225,2993.0,199,Euro 6,113000,2018,No battery type class,0.0,0.0,1,5.0,52249.0
Nissan,Juke,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,84,999.0,133,Euro 6,4840,2023,No battery type class,0.0,0.0,1,4.0,28899.0
Seat,Ibiza,Silver,Other interior color,Other interior material,Hatchback,4/5 doors,5,Other fuel type,Manual,4x2,66,999.0,89,Euro 6,23000,2022,No battery type class,0.0,0.0,Unknown,4.0,17449.0
